path,size,sha1,source,offset,note
Enhancements/Sonic Jam/Common/palette/Cycle - GHZ.bin,32,51741c166e5ef311a7b07b22dd76dd26445780c7,AC.SN1,0x23F8,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - LZ Conveyor Belt Underwater.bin,18,98a0bb2c45f535310f50164f8a68bdd735eda68a,AC.SN1,0x244A,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - LZ Conveyor Belt.bin,18,e2810873cd0cc642fc2e15e71198913e29430324,AC.SN1,0x2438,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - LZ Waterfall.bin,32,667ec574de4408a090acd9ddafd0080e490cd26d,AC.SN1,0x2418,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - MZ (Unused).bin,72,1b3894954273bc3de83eacc8abd9d9077e130754,AC.SN1,0x247C,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 1.bin,16,e16811d93990bd09b87463dfb2256edef3924eb0,AC.SN1,0x257C,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 10.bin,12,7480926bb606edf5b04ee9dbc51aa25adb575265,AC.SN1,0x2612,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 2.bin,16,e2700a563d70b72658498253d3d4dd8b26d35252,AC.SN1,0x258C,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 3.bin,16,b97b26937a669f68edc9ca29ba71ca06edd0b36d,AC.SN1,0x259C,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 4.bin,12,854ce1fcd8d5cccfde7f3d1e9e0b2f6e26da7f06,AC.SN1,0x25AC,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 5.bin,16,b842f735aaf4448ab901a4437384235d61d8208b,AC.SN1,0x25B8,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 6.bin,16,a86f01dd24548761ce800745f6da5af6790b8732,AC.SN1,0x25C8,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 7.bin,32,7a6146b6dbd569e1321cd1f5a479aa447577af73,AC.SN1,0x25D8,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 8.bin,10,d8960667ce8a039047beb2e333eb22a3e2472d93,AC.SN1,0x25F8,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ 9.bin,16,e88cff8ce209805396796ef8556f4fe25f23dc3e,AC.SN1,0x2602,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SBZ3 Waterfall.bin,32,624901fa35adbfc03c13d542eeb88d4cc1a7a9ef,AC.SN1,0x245C,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SLZ.bin,36,80e4713a47a0e72986ce23fea057c0830b1140a6,AC.SN1,0x24C4,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SYZ1.bin,32,7dccc832d5cccafbbf79c93934b2f17839b96641,AC.SN1,0x24E8,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - SYZ2.bin,16,9561add4e62265cf47d0f7f6b411ad9e83d4318a,AC.SN1,0x2508,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - Special Stage 1.bin,72,5c80967b706b1a77096010807ddc59d50b0575d7,AC.SN1,0x6D7E,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - Special Stage 2.bin,210,8f415009dbf01681afc9f89d7fddf061535657a2,AC.SN1,0x6DC6,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Cycle - Title Screen Water.bin,32,e216dbb1759fc2b79a0880dc0df00b9b5c270459,AC.SN1,0x23D8,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Ending.bin,128,a0d86dc7bb43d1519b8c2d7615158c0df04a764b,AC.SN1,0x3600,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Green Hill Zone.bin,96,fb733f896ac9ae9ab1691e42cce2e0fbec286d7f,AC.SN1,0x3080,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Labyrinth Zone Underwater.bin,128,6cb101ae229564e9a61e3fb7e3af033a395ce3cc,AC.SN1,0x3140,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Labyrinth Zone.bin,96,7bebf00066113fedcb6f7c8e4778065bba5fadd2,AC.SN1,0x30E0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Level Select.bin,128,b9e4b7e4983674ce85beaafe3c2653943eee9850,AC.SN1,0x2FE0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Marble Zone.bin,96,80f9fed86b1e665a7a1655036e8681db0c26c847,AC.SN1,0x31C0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/SBZ Act 1.bin,96,2a99fda30a6fc3f76cbad39a46a99edb03d6ad51,AC.SN1,0x32E0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/SBZ Act 2.bin,96,9c50cea63937e78ed4dc54298e0dd50ac73c15c6,AC.SN1,0x3340,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/SBZ Act 3 Underwater.bin,128,007ae4697c1eccf87a8cf9126d02d36a6f5a0234,AC.SN1,0x3480,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/SBZ Act 3.bin,96,81848cfb6ed0d6e20e58fd80373d8137f53d8750,AC.SN1,0x3420,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Sega Background.bin,128,2a4800dee5b57b6d8c1ce24ffd271ea89136724d,AC.SN1,0x2EE0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Sega1.bin,12,97f3d97ce55056759a9a007ba27dabc89ebede98,AC.SN1,0x2CF0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Sega2.bin,48,1bb9fa57cc89824e5908284a05c50cc1994a5cd0,AC.SN1,0x2CFC,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Sonic - LZ Underwater.bin,32,7aca7367c53779c42ad9209eac83392f0ffc5ddd,AC.SN1,0x3140,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Sonic - SBZ3 Underwater.bin,32,9b62c54aacf3164daca9db92539cae97cb488028,AC.SN1,0x3480,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Sonic.bin,32,370674410537a0aa32e002707bc8f1dec92e1974,AC.SN1,0x3060,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Special Stage Continue Bonus.bin,64,95b6788af5426e919f98903c676e9595f21a5244,AC.SN1,0x35C0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Special Stage Results.bin,128,33750954cf78e8a02ef3aeda23c02b419e463c12,AC.SN1,0x3540,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Special Stage.bin,128,7b0f579a70ca84e68bf91b56287713c405259aa3,AC.SN1,0x33A0,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Spring Yard Zone.bin,96,b6c57fa77ed39a444d5e90e3443b11170ac12822,AC.SN1,0x3280,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Star Light Zone.bin,96,e8a778a7b3c123f280a4398e9ac2819265faf6c2,AC.SN1,0x3220,exact byte match to repo path
Enhancements/Sonic Jam/Common/palette/Title Screen.bin,128,2ab1aba063597f9054b94bbf379bda288be40369,AC.SN1,0x2F60,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/Angle Map.bin,256,e3eea911f65d7de05b21d9fbcfdc88d71f97dcb0,TBL.SN1,0x0,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/Collision Array (Normal).bin,4096,bd73bc481818f97ef8583dd6a4f87a59e568465a,TBL.SN1,0x100,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/Collision Array (Rotated).bin,4096,b636f2e0dc13c591beb7ac6d7544c56ba23adb6d,TBL.SN1,0x1100,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/GHZ.bin,410,5c94f04497066fa789fc50d6fce794f59a78871f,TBL.SN1,0x2100,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/LZ.bin,200,3fb1ea791c3560154ea06f5af41d8f33b867b02f,TBL.SN1,0x229A,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/MZ.bin,400,c05480df406ce896832f7f36769a632eba532914,TBL.SN1,0x2362,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/SBZ.bin,600,4d206a0b1149e2a0698e729044a98308b1109797,TBL.SN1,0x28DA,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/SLZ.bin,500,457673ae46ff59b3b902f5502ed47cdf8231f6bb,TBL.SN1,0x24F2,exact byte match to repo path
Enhancements/Sonic Jam/Common/collide/SYZ.bin,500,6d1ba45b755d4abcd7d33f0a3b09d8ad2cc1d9c4,TBL.SN1,0x26E6,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/ending.bin,32,8745e250183e6eba57231f8fd0d6082308daf960,TBL.SN1,0x79AD,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/ghz1.bin,242,5515c9b7d27ad6f9651af3f0c51f0e4a57ae60e5,TBL.SN1,0x6340,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/ghz2.bin,200,7e30d170a07a8ab497ae929236a2a44baa052907,TBL.SN1,0x6435,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/ghz3.bin,290,f8c17305f146e0101e30a966d53fb0171425486f,TBL.SN1,0x6500,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/ghzbg.bin,34,56c4dfbbfcc49183f124430fe7d0cca5839052f3,TBL.SN1,0x6622,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/lz1.bin,258,cbc50fb0c0c6a1536da3afce33bcb9d3c04b0a9a,TBL.SN1,0x664A,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/lz2.bin,154,1d79ad2b925341d3bbc1cc66ad5da0b2b736cdd8,TBL.SN1,0x6851,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/lz3.bin,282,423fa0b3d38379b9b8b0a19ed8e8e93b4e2ece98,TBL.SN1,0x68EE,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/lzbg.bin,258,167ed5315bfe13ce935a0da8d354973c06054da6,TBL.SN1,0x674C,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/mz1.bin,158,171514a4ada5923f3f593e06ace8f0afc30153a0,TBL.SN1,0x6AC8,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/mz1bg.bin,122,768788ba5b4fe63efe9d3d8d7c0fb0cd2d345fd4,TBL.SN1,0x6B66,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/mz2.bin,164,dd68dbe41bdca78166f32de185cbb9ca9997b881,TBL.SN1,0x6BE0,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/mz2bg.bin,146,12be297ffdb3887900213aa506f413b1d5dbcebc,TBL.SN1,0x6C84,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/mz3.bin,226,9a5f6e92aaeab7b9f0c510f3aa8df5a2e07976b2,TBL.SN1,0x6D19,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/mz3bg.bin,164,b30cd031f350e02a84649fc72c37d4845639fe86,TBL.SN1,0x6DFB,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/sbz1.bin,290,89cef148305c2ff2ad11a4bbc5158dfb6cfd40f9,TBL.SN1,0x759B,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/sbz1bg.bin,62,40de101d93e35722e738e0a4ad45e72f9b519420,TBL.SN1,0x76BD,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/sbz2.bin,322,157357917880edefa1ba9adb866a7a4b461d1837,TBL.SN1,0x76FB,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/sbz2bg.bin,362,bc32526d3b87e3d0a8e8f6e63963bb292293a3a4,TBL.SN1,0x783D,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/sbz3.bin,186,ad9e9ac9db40b6f7f2a478d7c7dc9e42beadadc2,TBL.SN1,0x6A0B,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/slz1.bin,274,7c7667216e82f6e1d2b60b0ef982200a7461c4ed,TBL.SN1,0x6EA4,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/slz2.bin,240,cda828a4b8c6edb035215b71b36f0c5190fcc5b1,TBL.SN1,0x7030,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/slz3.bin,282,44da4f98a45988ce771873d702551c9e76294130,TBL.SN1,0x7120,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/slzbg.bin,122,36aad9a3c5ff7640a595378f41b311c2e81007f9,TBL.SN1,0x6FB6,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/syz2.bin,260,033219ba039f6cdbbf4129933a2704bd43cac50c,TBL.SN1,0x7335,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/syz3.bin,346,8b949ec9c55ed6ae8e1546ba81ec7e3f50644ed7,TBL.SN1,0x743C,exact byte match to repo path
Enhancements/Sonic Jam/Common/levels/syzbg (REV01).bin,58,6bcae6507078c35e5c0ac542b42de17216283a85,TBL.SN1,0x72F8,exact byte match to repo path
Enhancements/Sonic Jam/Common/sslayout/1.eni,634,f2eec18691779dd25e36f5c9e14360e7c42d8f09,TBL.SN1,0x2B32,exact byte match to repo path
Enhancements/Sonic Jam/Common/sslayout/2.eni,1042,12d68a7b492d914c62c2e1660debe7046972911c,TBL.SN1,0x2DAC,exact byte match to repo path
Enhancements/Sonic Jam/Common/sslayout/3.eni,860,ccb22f83fca56ce32e7dd0717dd825a96320a8ae,TBL.SN1,0x31BE,exact byte match to repo path
Enhancements/Sonic Jam/Common/sslayout/4.eni,1242,d1abddf4bdec97e209de40a85a336d5deee72af6,TBL.SN1,0x351A,exact byte match to repo path
Enhancements/Sonic Jam/Common/sslayout/5 (REV01).eni,1200,07344275e7428913854b3f483e025a1c4439e9be,TBL.SN1,0x39F4,Sonic Jam payload at expected ss layout slot; differs from AS repo
Enhancements/Sonic Jam/Common/sslayout/6 (REV01).eni,754,66c45ff40b233488439528349e707e585608799d,TBL.SN1,0x3EA4,Sonic Jam payload at expected ss layout slot; differs from AS repo
Enhancements/Sonic Jam/Common/_unmatched/TBL_4196_633F.bin,8618,bcf7583a07d1016a0818ea46c8ec8cd9dcc7f524,TBL.SN1,0x4196,unmatched nonzero TBL region between sslayout and levels; preserved for analysis
Enhancements/Sonic Jam/Original/objpos/ghz1.bin,1290,08da1398c7a7200584e2218d3bdc800aefe6509d,ACTTBL(1).SN1,0x96,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/ghz2.bin,1470,44114486c0576c60385d5a9606bd2797f98b02f9,ACTTBL(1).SN1,0x5A0,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/ghz3 (REV01).bin,1722,9625f96f187581122b3302bb6dd73407f97083b7,ACTTBL(1).SN1,0xB5E,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/lz1 (REV01).bin,1140,484dae619d6c387684c8904a061615b4cffd34a5,ACTTBL(1).SN1,0x1218,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/lz2.bin,834,427911150d7b6410e628a95e5dcd0e2b490a7f8d,ACTTBL(1).SN1,0x168C,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/lz3 (REV01).bin,1476,fca73b2ac66d365cff580c43ba3388aeb603e28b,ACTTBL(1).SN1,0x19CE,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/sbz3.bin,1176,6c8c09f5d6d2b99f5e6805abab1932cb1d4f2ba7,ACTTBL(1).SN1,0x1F92,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/mz1 (REV01).bin,876,a92aab9d57e0cb8319064f3cf7f3834c478fcd30,ACTTBL(1).SN1,0x257A,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/mz2.bin,1194,4a391c5382133bdb535b3dabd109883c08394426,ACTTBL(1).SN1,0x28E6,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/mz3.bin,1398,ed37abea0e641ca9e07af509bd5c950470dd4b87,ACTTBL(1).SN1,0x2D90,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/slz1.bin,1344,26af509eacc703eac83ae4295995b6d0901da12d,ACTTBL(1).SN1,0x3306,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/slz2.bin,1134,4781b0bf30168046e0a1ba095367c0461dd63b22,ACTTBL(1).SN1,0x3846,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Original/objpos/slz3.bin,1506,d122e2cc50724f68284c2723d1f895785998d3af,ACTTBL(1).SN1,0x3CB4,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/syz1.bin,1164,4cc6ac25987f04d2a951bd8458f98e360f6ab435,ACTTBL(1).SN1,0x4296,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/syz2.bin,1386,2acf4b565734c8e5adfee9d46ec9fda5fba7f587,ACTTBL(1).SN1,0x4722,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/syz3 (REV01).bin,1548,d9f3afe2804ef5d4ccfcd89205bea73ee43bce07,ACTTBL(1).SN1,0x4C8C,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/sbz1 (REV01).bin,1854,2a3454d83f5411f4359083efa360040108900fbe,ACTTBL(1).SN1,0x5298,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/sbz2.bin,1758,25c63843fe1adfb4ef118340d66c8ecf4d5a1d66,ACTTBL(1).SN1,0x59D6,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/fz.bin,18,84e292cb4ee2a620783cb321504325a176096c96,ACTTBL(1).SN1,0x60B4,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/ending.bin,354,4ea826064ccd8e51f614f69e0c959b4bcb406bcf,ACTTBL(1).SN1,0x61F8,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Original/objpos/platforms/lz1pf1.bin,50,5baa8fe12a766e1fdd59fb35fdaf6c0c688cbe51,ACTTBL(1).SN1,0x242A,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/lz1pf2.bin,50,9e4a7f5e5e2f8dddacf3de4b841cfced6900d226,ACTTBL(1).SN1,0x245C,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/lz2pf1.bin,50,66983868bc6fea9ac36fe49dbe9edc9c983b6826,ACTTBL(1).SN1,0x248E,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/lz2pf2.bin,50,8eb062c3758d787da8dfdac7dbc9e876d151121e,ACTTBL(1).SN1,0x24C0,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/lz3pf1.bin,74,4e83cabaea6bbc23e72d3a64d68f2a2da0b1a4b1,ACTTBL(1).SN1,0x24F2,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/lz3pf2.bin,62,488703fbbb659977fb483e038c20d52ebda9f977,ACTTBL(1).SN1,0x253C,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/sbz1pf1.bin,50,08ca56d1cb725e95d21e1a23f91037bc112450d8,ACTTBL(1).SN1,0x60C6,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/sbz1pf2.bin,50,5e4418fef0e7a73686ffd3b31b01b5acdc73b92c,ACTTBL(1).SN1,0x60F8,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/sbz1pf3.bin,50,830b7a3d09394cb602529bf9c17502c8ebe96017,ACTTBL(1).SN1,0x612A,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/sbz1pf4.bin,50,177224d42ff8259d10468190dd3a31e6574dc93b,ACTTBL(1).SN1,0x615C,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/sbz1pf5.bin,50,5ef6c7a21809933a4ed081e8205a2bb0d5db8d34,ACTTBL(1).SN1,0x618E,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Original/objpos/platforms/sbz1pf6.bin,56,e5660788ed581f3559a13db5406fec58e246a66c,ACTTBL(1).SN1,0x61C0,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/ghz1.bin,1290,08da1398c7a7200584e2218d3bdc800aefe6509d,ACTTBL_N(1).SN1,0x96,object placement segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/ghz2.bin,1494,d6544bfef228a10880bf5f4fb409075023b1c76f,ACTTBL_N(1).SN1,0x5A0,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/ghz3 (REV01).bin,1764,40f7899f2ba656221213e594aca5077a5edbfd73,ACTTBL_N(1).SN1,0xB76,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/lz1 (REV01).bin,1104,5dfb79222cc95b6a57719eb1ee066b62fa70a1fa,ACTTBL_N(1).SN1,0x125A,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/lz2.bin,810,780684576304c9b9143005d033e71b54f170613d,ACTTBL_N(1).SN1,0x16AA,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/lz3 (REV01).bin,1386,d7965135468fc376311fcf682784a7deee693b78,ACTTBL_N(1).SN1,0x19D4,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/sbz3.bin,1122,d8843f2ad128e361a1a4d640094683004c81c986,ACTTBL_N(1).SN1,0x1F3E,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/mz1 (REV01).bin,858,c9dc20f20aea55ce57272a8f21213588c8e3b12d,ACTTBL_N(1).SN1,0x24F0,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/mz2.bin,1170,8b8872cb95dc1cb8c582ff376d4641f536413dc5,ACTTBL_N(1).SN1,0x284A,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/mz3.bin,1380,297e6bc3ef1a8f98f7a500103097684cb7688464,ACTTBL_N(1).SN1,0x2CDC,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/slz1.bin,1344,94b089225321884b662eec4f53411f52c36ef7d3,ACTTBL_N(1).SN1,0x3240,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/slz2.bin,1116,2be712899146fd9d6f3251ea535cc64a0e6f512e,ACTTBL_N(1).SN1,0x3780,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/slz3.bin,1458,611328f39a4c3c050f4d09c26f74f8b407f336c0,ACTTBL_N(1).SN1,0x3BDC,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/syz1.bin,1146,37398941d472de338fd3ceb1c66e9a4f824a6343,ACTTBL_N(1).SN1,0x418E,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/syz2.bin,1362,4628574bd6fe405ee79c926fb6e01806abaec13f,ACTTBL_N(1).SN1,0x4608,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/syz3 (REV01).bin,1500,831f7cded786960e77e6e4f40727c93fe179a1ba,ACTTBL_N(1).SN1,0x4B5A,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/sbz1 (REV01).bin,1842,14dd6baba24fed05ad7e11092c3afbc7bc2c54b3,ACTTBL_N(1).SN1,0x5136,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/sbz2.bin,1698,30c8281c874c9043bbf9521898b34b4874127d24,ACTTBL_N(1).SN1,0x5868,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/fz.bin,24,0902759cda1cc145d52da9f0990287a4a706d4f8,ACTTBL_N(1).SN1,0x5F0A,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/ending.bin,354,4ea826064ccd8e51f614f69e0c959b4bcb406bcf,ACTTBL_N(1).SN1,0x6054,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Normal/objpos/platforms/lz1pf1.bin,50,5baa8fe12a766e1fdd59fb35fdaf6c0c688cbe51,ACTTBL_N(1).SN1,0x23A0,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/lz1pf2.bin,50,9e4a7f5e5e2f8dddacf3de4b841cfced6900d226,ACTTBL_N(1).SN1,0x23D2,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/lz2pf1.bin,50,66983868bc6fea9ac36fe49dbe9edc9c983b6826,ACTTBL_N(1).SN1,0x2404,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/lz2pf2.bin,50,8eb062c3758d787da8dfdac7dbc9e876d151121e,ACTTBL_N(1).SN1,0x2436,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/lz3pf1.bin,74,4e83cabaea6bbc23e72d3a64d68f2a2da0b1a4b1,ACTTBL_N(1).SN1,0x2468,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/lz3pf2.bin,62,488703fbbb659977fb483e038c20d52ebda9f977,ACTTBL_N(1).SN1,0x24B2,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/sbz1pf1.bin,50,08ca56d1cb725e95d21e1a23f91037bc112450d8,ACTTBL_N(1).SN1,0x5F22,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/sbz1pf2.bin,50,5e4418fef0e7a73686ffd3b31b01b5acdc73b92c,ACTTBL_N(1).SN1,0x5F54,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/sbz1pf3.bin,50,830b7a3d09394cb602529bf9c17502c8ebe96017,ACTTBL_N(1).SN1,0x5F86,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/sbz1pf4.bin,50,177224d42ff8259d10468190dd3a31e6574dc93b,ACTTBL_N(1).SN1,0x5FB8,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/sbz1pf5.bin,50,5ef6c7a21809933a4ed081e8205a2bb0d5db8d34,ACTTBL_N(1).SN1,0x5FEA,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Normal/objpos/platforms/sbz1pf6.bin,56,e5660788ed581f3559a13db5406fec58e246a66c,ACTTBL_N(1).SN1,0x601C,platform subtable segment from pointer table; exact AS match
Enhancements/Sonic Jam/Easy/objpos/ghz1.bin,1248,6073b08c1d70e41200619e3adc6a3604f3b41b08,ACTTBL_E(1).SN1,0x96,object placement segment from pointer table; differs from AS baseline
Enhancements/Sonic Jam/Easy/objpos/ghz2.bin,1476,2bcfc1e4b1fd55eb9c7fa1024f3e1397f1922bfb,ACTTBL_E(1).SN1,0x576,object placement segment from pointer table; differs from AS baseline
